,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,TPM,TPA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
132,Kelly Olynyk,BOS,24,4,0,4,13.3,4.5,1.8,3.3,0.8,1.5,0.3,0.5,0.5,0.8,1.3,0.5,1,0.5,0.5,3,8.8,0,0,-0.5
131,Mike Scott,ATL,26,11,4,7,15.6,4.5,1.9,5,0.4,2.4,0.4,0.4,1.5,2.7,4.2,0.5,0.6,0.5,0,1.5,11,0,0,-4
130,Andrew Bogut,GSW,30,19,14,5,23.1,4.7,2.2,3.9,0,0.1,0.3,0.7,2.2,5.9,8.1,1.9,1.4,0.6,1.8,3.6,22.9,2,0,0.5
129,Leandro Barbosa,GSW,32,21,16,5,10.9,5,1.9,4.2,0.4,1.1,0.9,1,0.4,0.9,1.3,0.9,0.6,0.3,0,1.1,8.2,0,0,1.8
124,Allen Crabbe,POR,23,2,0,2,19.3,5,2,2.5,1,1,0,0,0,1.5,1.5,0.5,0.5,1,0.5,0.5,11.6,0,0,-4.5
124,Brandon Bass,BOS,30,4,0,4,21.5,5,1.8,5,0,0,1.5,2.5,0.8,1.3,2,2.5,0.8,0.3,0.8,1,13.4,0,0,-10.5
124,Greg Stiemsma,TOR,29,1,0,1,2,5,2,2,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,5
124,Shaun Livingston,GSW,29,21,16,5,17.8,5,2,3.8,0,0,1,1.2,0.6,1.8,2.4,1.8,1,0.4,0.2,1.5,11.5,0,0,3.4
124,Tyler Ennis,MIL,20,1,0,1,16.4,5,2,9,1,5,0,0,3,1,4,3,0,0,0,1,14.3,0,0,-8
123,Robin Lopez,POR,27,5,1,4,23.4,5.2,1.8,3,0,0,1.6,1.6,1.8,2.6,4.4,0.6,1,0.2,1,3,14,0,0,-9.8
122,Dante Cunningham,NOP,28,4,0,4,18.8,5.3,2.3,2.8,0,0,0.8,0.8,1,3.5,4.5,0.5,0,0.8,1,1.8,16.7,0,0,2
121,Kent Bazemore,ATL,25,16,8,8,18.9,5.4,1.9,4.4,0.4,1.8,1.3,1.9,0.2,3.1,3.3,0.8,0.7,0.7,0.6,1.6,13.7,0,0,-4.1
120,Kevin Seraphin,WAS,25,6,4,2,12,5.5,2.5,5.2,0,0,0.5,1,0.5,2.7,3.2,0.3,0.7,0.3,0.2,1.7,10.6,0,0,1.3
119,Nikola Mirotic,CHI,24,11,5,6,14.9,5.7,1.8,6,0.6,2.7,1.5,1.8,0.6,2.1,2.7,0.8,0.7,0.5,0.5,2,12.8,0,0,2.4
118,Joakim Noah,CHI,30,12,6,6,32.9,5.8,2.6,6.3,0,0,0.6,1.7,3.8,7.3,11,3.2,1.7,0.8,1.2,3.1,28,2,0,1
115,Charlie Villanueva,DAL,30,5,1,4,8.7,6,2.2,5,1.6,3.8,0,0,0.8,1.8,2.6,0.6,0,0.2,0.2,2,11.2,0,0,1.2
115,Devin Harris,DAL,32,4,1,3,18.4,6,2,5.8,0,2.8,2,2.3,0.3,1.8,2,1,1,0.5,0,2.5,10.4,0,0,-6.3
115,Johnny O'Bryant III,MIL,22,1,0,1,12,6,3,8,0,0,0,0,1,2,3,0,0,0,0,1,9.6,0,0,-15
114,Vince Carter,MEM,38,11,6,5,17.8,6.3,2.5,6.1,0.6,2.5,0.7,0.8,1.2,3.1,4.3,1,0.6,0.6,0.2,1.5,14.7,0,0,-0.9
112,Jrue Holiday,NOP,25,3,0,3,18.2,6.3,2.3,6.3,0.3,1.3,1.3,1.3,0.7,0.3,1,4.3,1.7,0.7,0.3,1,15.4,0,0,-0.7
112,Will Bynum,WAS,32,3,2,1,10.5,6.3,2.3,4.7,0.3,0.7,1.3,1.7,0.7,0.3,1,1,1.7,0.7,0.3,2,10.4,0,0,-2.3
111,Jerryd Bayless,MIL,26,6,2,4,20,6.5,2,5.8,0.3,1.2,2.2,2.8,0.7,1.8,2.5,3,0.7,0.3,0.3,2,15.3,0,0,-2.2
110,Tony Allen,MEM,33,10,6,4,27.9,6.6,2.8,5.7,0.1,0.7,0.9,1.2,1.4,3.8,5.2,1.5,1.3,2.4,1.1,2.7,24.3,0,0,0.3
108,Jared Dudley,MIL,29,6,2,4,18.4,6.7,2.3,5,1.3,2.3,0.7,1.2,0.5,1.3,1.8,1.3,0.8,2,0.3,2,17,0,0,0.3
108,Zaza Pachulia,MIL,31,6,2,4,21.4,6.7,2.7,6.7,0,0,1.3,2.2,1.8,4.8,6.7,1.5,0.8,1.7,0.5,2.5,22.6,0,0,-5.5
107,Drew Gooden,WAS,33,10,6,4,17.8,6.8,2.3,6.1,1.2,2.6,1,1.3,1.3,4.2,5.5,0.8,1.4,0.2,1,2.1,16.8,0,0,3
106,Terrence Ross,TOR,24,4,0,4,26.7,7,2.8,7.3,1.5,4.5,0,0,0,1.5,1.5,1,0.5,0.8,1,2.5,15.1,0,0,-9.8
105,Matthew Dellavedova,CLE,24,20,14,6,24.8,7.2,2.4,6.8,1.2,3.8,1.3,1.6,0.5,1.6,2.1,2.7,1.8,0.5,0,2.6,13.2,0,0,1.7
104,Quincy Pondexter,NOP,27,4,0,4,31.1,7.3,2.5,7,0.8,2.5,1.5,1.8,0.8,4.3,5,3,0.3,1.8,0,3.3,22.8,0,0,-9.3
103,Taj Gibson,CHI,30,12,6,6,23,7.4,2.8,6,0,0,1.8,2.5,2.1,3.4,5.5,1,0.9,0.3,1,2.1,18.6,0,0,-4.3
101,Greivis Vasquez,TOR,28,4,0,4,25.3,7.5,2.8,7.3,1.3,3.5,0.8,0.8,0,1.8,1.8,3,1,0.5,0,3.8,14.6,0,0,-10.5
101,Ramon Sessions,WAS,29,10,6,4,21.8,7.5,2.6,7,1,2.5,1.3,1.9,0.2,2.2,2.4,2.3,1,0.4,0.1,1.4,14.3,0,0,3.8
100,Beno Udrih,MEM,32,10,5,5,17.5,7.6,3.1,7.3,0.4,1.6,1,1.2,0.4,1.6,2,2.1,0.4,0.5,0,1.6,14.3,0,0,-3.8
99,Matt Barnes,LAC,35,14,7,7,29.2,7.6,2.7,7.1,1.1,4.3,1.1,1.4,1.1,3.9,5.1,1.6,1.1,1.4,0.7,3.9,21.4,0,0,4.8
97,Amar'e Stoudemire,DAL,32,5,1,4,15,7.8,3,7,0,0,1.8,2.6,1.4,1.8,3.2,0.6,1.4,0.2,0.6,3.2,13.5,0,0,0.8
97,Meyers Leonard,POR,23,5,1,4,21.3,7.8,2.8,4.2,2,2.6,0.2,0.4,1.2,5.4,6.6,1,0.6,0.4,0.4,3.4,19,1,0,6
96,Nene,WAS,32,10,6,4,25.7,7.9,3.4,7.6,0,0,1.1,2.3,2.5,4.1,6.6,1.5,1.4,0.9,0.3,3.2,20.3,1,0,-0.8
95,Manu Ginobili,SAS,37,7,3,4,18.7,8,2.1,6.1,1.1,3.1,2.6,3.3,0.6,2.9,3.4,4.6,2,0.6,0.9,2.7,21.3,0,0,-2.1
94,Danny Green,SAS,28,7,3,4,29.1,8.3,3,8.7,1.7,5.7,0.6,0.9,1,2.1,3.1,2.1,0.7,1,1,1.7,20.6,0,0,3.7
93,Austin Rivers,LAC,22,14,7,7,17.9,8.4,3.3,7.5,0.9,2.5,0.9,1.4,0.4,1.3,1.7,1.1,0.9,0.7,0.3,2,14.3,0,0,-3.4
92,Tyler Zeller,BOS,25,4,0,4,22.4,8.5,3.8,7.3,0,0,1,1.3,0.5,4,4.5,0.5,1,0.5,0.3,1.3,15.9,0,0,-4.8
91,Ersan Ilyasova,MIL,28,6,2,4,23.7,8.7,3.3,10.2,0.8,3.8,1.2,1.7,1,2.8,3.8,0.5,0.8,0.8,0.5,1.7,17.2,0,0,-9.2
90,Norris Cole,NOP,26,4,0,4,26.4,8.8,3.8,9,0.8,3.5,0.5,0.8,0.3,1.5,1.8,1.8,2,0,0.3,3.8,12.2,0,0,3.3
89,John Henson,MIL,24,6,2,4,25.4,8.8,4,6.8,0,0.2,0.8,2.3,3.5,4.5,8,0.7,1.8,0.8,1.7,2.3,25.1,1,0,-5.5
88,Jeff Green,MEM,28,11,6,5,27.1,8.9,3.3,9.8,0.4,1.6,2,2.4,0.8,3.9,4.7,1.7,1.5,0.5,0.5,1.6,18.4,0,0,-0.3
86,Dennis Schroder,ATL,21,16,8,8,18.1,9,3.5,9.1,0.5,2.1,1.5,1.8,0.3,1.5,1.8,3.9,1.7,0.6,0,1.8,17,0,0,-4.9
86,O.J. Mayo,MIL,27,6,2,4,26,9,3,9,1,3.2,2,2,0.2,3.2,3.3,3,1.5,1.2,0.2,2.3,20,0,0,-0.5
85,Iman Shumpert,CLE,25,20,14,6,34.8,9.1,3,8.2,1.7,4.7,1.5,2,1.2,3.8,4.9,1.2,0.7,1.3,0.8,2.5,22.2,1,0,3.5
84,Jason Terry,HOU,37,17,9,8,28.6,9.2,3.4,7.9,1.7,4.8,0.8,0.9,0.4,1.9,2.2,2.8,1.2,0.9,0.1,2.7,17.9,0,0,-0.5
83,Marco Belinelli,SAS,29,7,3,4,16.6,9.3,2.9,5.6,2,4.3,1.6,1.9,0.3,1.6,1.9,1.4,0.7,0.3,0,1.4,13.8,0,0,2.9
82,Rajon Rondo,DAL,29,2,0,2,18.6,9.5,4.5,10,0.5,1,0,0,0.5,0.5,1,3,1,0,0,3,14.2,0,0,-18
81,Tristan Thompson,CLE,24,20,14,6,36.3,9.6,3.6,6.5,0,0,2.4,4.1,4.4,6.4,10.8,0.5,0.8,0.3,1.2,2.5,26.8,9,0,1.4
80,Marcus Smart,BOS,21,4,0,4,22.5,9.8,3.5,7.3,0.8,3.3,2,3.8,1.3,1.5,2.8,1.3,1,0.3,0.3,3,15.4,0,0,-12.8
77,Chandler Parsons,DAL,26,1,0,1,36.8,10,5,15,0,4,0,0,0,6,6,2,1,0,0,1,19.2,0,0,-16
77,Otto Porter Jr.,WAS,22,10,6,4,33.1,10,3.9,8.8,1.2,3.2,1,2.1,2.4,5.6,8,1.8,0.6,1.2,0.2,1.6,25.9,1,0,6.2
77,Tyreke Evans,NOP,25,4,0,4,31.3,10,3.5,10.8,0.5,2.8,2.5,4.3,0.8,4.3,5,5,1.5,1.3,0.3,2.5,26.5,1,0,-12
76,Patty Mills,SAS,26,7,3,4,16,10.1,3,6,2.3,4,1.9,1.9,0.6,2.1,2.7,1.1,0.7,0.3,0,2.1,15.3,0,0,5.1
75,Terrence Jones,HOU,23,17,9,8,23.6,10.2,3.9,9.4,0.2,1.1,2.1,3.2,1.7,3.1,4.8,1,0.9,0.5,0.7,1.8,20,0,0,-2
74,Tyson Chandler,DAL,32,5,1,4,32.1,10.2,3.8,5.8,0,0,2.6,5.2,5.4,5.4,10.8,0.2,1,0.6,1.2,3.2,27.9,2,0,-6.6
73,Patrick Patterson,TOR,26,4,0,4,26.5,10.3,3.8,6.8,1.8,3.8,1,1,1,2.5,3.5,1.3,0.8,0.8,0,1.3,17.8,0,0,-8.5
